,bias,type,allsides_url,agree,disagree,url,confidence
Minnesota Native News,Center,News,https://www.allsides.com/news-source/minnesota-native-news-media-bias,1,1,https://minnesotanativenews.org/,low
Minnesota Public Radio,Center,News,https://www.allsides.com/news-source/minnesota-public-radio-media-bias,2,8,https://www.mpr.org/,low
Minnesota Spokesman Reporter,Center,News,https://www.allsides.com/news-source/minnesota-spokesman-reporter-media-bias,5,5,https://spokesman-recorder.com/,low
Misinformation Review,Center,News,https://www.allsides.com/news-source/misinformation-review-media-bias,61,77,https://misinforeview.hks.harvard.edu/,low
Mississippi Today,Center,News,https://www.allsides.com/news-source/mississippi-today-media-bias,2,3,https://mississippitoday.org/,low
Mitú,Left,News,https://www.allsides.com/news-source/mit-media-bias,57,49,,low
Mother Jones,Left,News,https://www.allsides.com/news-source/mother-jones-bias,16613,2509,http://www.motherjones.com/,n/a
MTV News Online,Lean Left,News,https://www.allsides.com/news-source/mtv-news-online-media-bias,191,302,http://www.mtv.com/news/,n/a
National Geographic,Center,News,https://www.allsides.com/news-source/national-geographic-media-bias,298,264,https://www.nationalgeographic.com/,low
National Post,Lean Right,News,https://www.allsides.com/news-source/national-post-media-bias,70,26,https://nationalpost.com/,low
Nature.com,Center,News,https://www.allsides.com/news-source/naturecom-media-bias,255,191,https://www.nature.com,low
NBC News (Online),Lean Left,News,https://www.allsides.com/news-source/nbc-news-media-bias,13913,13298,http://www.nbcnews.com,medium
New Discourses,Center,News,https://www.allsides.com/news-source/new-discourses-media-bias,172,155,https://newdiscourses.com/,low
New Jersey Globe,Center,News,https://www.allsides.com/news-source/new-jersey-globe-media-bias,18,18,https://newjerseyglobe.com/,low
New Pittsburgh,Left,News,https://www.allsides.com/news-source/new-pittsburgh-media-bias,5,6,https://newpittsburghcourier.com/,low
New York Daily News,Left,News,https://www.allsides.com/news-source/new-york-daily-news,1619,724,http://www.nydailynews.com/,low
New York Post (News),Lean Right,News,https://www.allsides.com/news-source/new-york-post,16780,8734,http://www.nypost.com/,medium
New York Times (News),Lean Left,News,https://www.allsides.com/news-source/new-york-times,32143,41904,http://www.nytimes.com/,high
News Center Maine,Lean Left,News,https://www.allsides.com/news-source/news-center-maine-media-bias,9,7,https://www.newscentermaine.com/,low
NewsBusters,Right,News,https://www.allsides.com/news-source/newsbusters,678,370,http://www.newsbusters.org,high
Newsmax - Opinion,Right,News,https://www.allsides.com/news-source/newsmax-opinion-media-bias,671,218,https://www.newsmax.com/insiders/,medium
NewsOne,Left,News,https://www.allsides.com/news-source/newsonecom-media-bias,286,125,https://newsone.com/,low
Newsy,Center,News,https://www.allsides.com/news-source/newsy-media-bias,471,334,https://www.newsy.com/,low
Nieman Lab,Center,News,https://www.allsides.com/news-source/nieman-lab-media-bias,128,137,https://www.niemanlab.org/,medium
NMPolitics.net,Center,News,https://www.allsides.com/news-source/nmpoliticsnet,261,318,http://nmpolitics.net/,low
NPR (Online News),Lean Left,News,https://www.allsides.com/news-source/npr-media-bias,33838,33363,http://www.npr.org/,medium
NYNMedia,Left,News,https://www.allsides.com/news-source/nynmedia-media-bias,16,15,https://www.nynmedia.com/,low
OilPrice.com,Center,News,https://www.allsides.com/news-source/oilpricecom-media-bias,16,13,https://oilprice.com/,low
One Nation News,Lean Left,News,https://www.allsides.com/news-source/one-nation-news-media-bias,1,1,http://www.onenationnews.com/,low
Orlando Sentinel,Center,News,https://www.allsides.com/news-source/orlando-sentinel-media-bias,21,34,https://www.orlandosentinel.com/,low
Out,Left,News,https://www.allsides.com/news-source/out-media-bias,1,1,https://www.out.com/,low
Outkick the Coverage,Center,News,https://www.allsides.com/news-source/outkick-media-bias,52,116,https://www.outkick.com/,low
Palm Springs Desert Sun,Center,News,https://www.allsides.com/news-source/palm-springs-desert-sun-media-bias,31,35,https://www.desertsun.com/news/,low
Patch.com,Center,News,https://www.allsides.com/news-source/patchcom-media-bias,47,106,https://patch.com/,low
Peacock Panache,Left,News,https://www.allsides.com/news-source/peacock-panache,239,135,http://www.peacock-panache.com/,low
People,Lean Left,News,https://www.allsides.com/news-source/people-media-bias,20,26,https://people.com/politics/,low
Philadelphia Gay News,Lean Left,News,https://www.allsides.com/news-source/philadelphia-gay-news-media-bias,1,3,https://epgn.com/,low
Physicians for Life,Lean Right,News,https://www.allsides.com/news-source/physicians-life-media-bias,12,19,,low
Pittsburgh Post-Gazette,Center,News,https://www.allsides.com/news-source/pittsburgh-post-gazette,396,451,http://www.post-gazette.com,low
Politico,Lean Left,News,https://www.allsides.com/news-source/politico-media-bias,24999,31850,http://www.politico.com/,medium
Pope County Tribune,Center,News,https://www.allsides.com/news-source/pope-county-tribune-media-bias,7,7,https://pctribune.com/,low
Post-Bulletin,Center,News,https://www.allsides.com/news-source/post-bulletin-media-bias,1,0,https://www.postbulletin.com/,low
Premier Christian News,Lean Left,News,https://www.allsides.com/news-source/premier-christian-news-media-bias,4,5,https://premierchristian.news/,low
Progressive Voices of Iowa,Left,News,https://www.allsides.com/news-source/progressive-voices-iowa,305,181,https://progressivevoicesofiowa.com/,low
ProPublica,Lean Left,News,https://www.allsides.com/news-source/propublica,2055,1338,http://www.propublica.org/,medium
Psychology Today,Center,News,https://www.allsides.com/news-source/psychology-today-media-bias,176,198,,low
PXW News,Center,News,https://www.allsides.com/news-source/pxw-news,248,256,www.pxw.news,low
Queerty,Left,News,https://www.allsides.com/news-source/queerty-media-bias,5,2,https://www.queerty.com/,low
Rasmussen Reports,Lean Right,News,https://www.allsides.com/news-source/rasmussen-reports,705,1021,,n/a
RealClearPolitics,Center,News,https://www.allsides.com/news-source/real-clear-politics,4545,5603,http://www.realclearpolitics.com/,medium
Record Journal,Center,News,https://www.allsides.com/news-source/record-journal,196,208,http://www.myrecordjournal.com/home/,low
Red Racing Horses,Right,News,https://www.allsides.com/news-source/red-racing-horses-media-bias,69,79,,medium
RedState,Right,News,https://www.allsides.com/news-source/red-state,964,357,,low
Relevant Magazine,Lean Left,News,https://www.allsides.com/news-source/relevant-magazine-media-bias,2,2,https://relevantmagazine.com/,low
Reuters,Center,News,https://www.allsides.com/news-source/reuters,20874,12228,http://www.reuters.com/,medium
Richmond Times Dispatch,Lean Right,News,https://www.allsides.com/news-source/richmond-times-dispatch,325,307,http://www.richmond.com/,low
Right Side News,Right,News,https://www.allsides.com/news-source/right-side-news,555,290,http://www.rightsidenews.com/,low
Risen Magazine,Center,News,https://www.allsides.com/news-source/risen-magazine-media-bias,1,1,https://www.risenmagazine.com/,low
RollingStone.com,Left,News,https://www.allsides.com/news-source/rolling-stone,2331,606,http://www.rollingstone.com/,n/a
Salon,Left,News,https://www.allsides.com/news-source/salon,12094,5373,http://www.salon.com/,medium
San Bernardino Sun,Center,News,https://www.allsides.com/news-source/san-bernardino-sun-media-bias,36,28,https://www.sbsun.com/,n/a
San Francisco Chronicle,Left,News,https://www.allsides.com/news-source/san-francisco-chronicle,1204,489,http://sfchronicle.com,low
San Jose Mercury News,Lean Left,News,https://www.allsides.com/news-source/san-jose-mercury-news,557,567,http://www.mercurynews.com/,low
Scientific American,Lean Left,News,https://www.allsides.com/news-source/scientific-american,2000,1078,http://www.scientificamerican.com/,medium
Scriberr Media - News,Center,News,https://www.allsides.com/news-source/scriberr-media-news-media-bias-0,103,87,,low
Seattle Gay News,Lean Left,News,https://www.allsides.com/news-source/seattle-gay-news-media-bias,1,1,https://www.sgn.org/,low
SFGate,Lean Left,News,https://www.allsides.com/news-source/sf-gate,628,670,http://www.sfgate.com/,n/a
Slate,Left,News,https://www.allsides.com/news-source/slate,10578,3785,https://slate.com/,low
Smithsonian Magazine,Center,News,https://www.allsides.com/news-source/smithsonian-magazine-media-bias,164,139,https://www.smithsonianmag.com/,low
Socialist Project/The Bullet,Left,News,https://www.allsides.com/news-source/socialist-projectthe-bullet,493,228,,low
South Florida Gay News,Lean Left,News,https://www.allsides.com/news-source/south-florida-gay-news-media-bias,1,1,https://southfloridagaynews.com/,low
Spectator USA,Right,News,https://www.allsides.com/news-source/spectator-usa-media-bias,203,142,,low
Splinter,Left,News,https://www.allsides.com/news-source/splinter-media-bias,292,160,,low
Springfield News-Leader,Center,News,https://www.allsides.com/news-source/springfield-news-leader-media-bias,6,4,https://www.news-leader.com/,low
St. Louis Post-Dispatch,Center,News,https://www.allsides.com/news-source/st-louis-post-dispatch-media-bias,35,55,https://www.stltoday.com/,low
STAT,Center,News,https://www.allsides.com/news-source/stat-media-bias,60,58,https://www.statnews.com/,low
Stillwater Gazette,Center,News,https://www.allsides.com/news-source/stillwater-gazette-media-bias,0,1,https://www.hometownsource.com/stillwater_gazette/,low
Students For Life,Lean Right,News,https://www.allsides.com/news-source/students-life-media-bias,52,60,,low
Suspend Belief Podcast,Mixed,News,https://www.allsides.com/news-source/suspend-belief-podcast,200,226,http://suspendbeliefpodcast.com/,low
Taipei Times,Center,News,https://www.allsides.com/news-source/taipei-times-media-bias,4,5,http://www.taipeitimes.com/,low
Tampa Bay Times,Center,News,https://www.allsides.com/news-source/tampa-bay-times-media-bias,51,90,https://www.tampabay.com/,low
Tech Xplore,Center,News,https://www.allsides.com/news-source/tech-xplore-media-bias,50,44,http://techxplore.com,low
Teen Vogue,Lean Left,News,https://www.allsides.com/news-source/teen-vogue,461,715,http://www.teenvogue.com/,low
Texas Signal,Left,News,https://www.allsides.com/news-source/texas-signal-media-bias,11,18,https://texassignal.com/,low
The Advocate-Messenger,Lean Left,News,https://www.allsides.com/news-source/advocate-messenger,237,288,https://www.amnews.com/,low
The American Mind,Lean Right,News,https://www.allsides.com/news-source/american-mind-media-bias,81,81,https://americanmind.org/,medium
The Appeal,Center,News,https://www.allsides.com/news-source/appeal-media-bias,130,136,https://theappeal.org/,low
The Bellows,Center,News,https://www.allsides.com/news-source/bellows-media-bias,28,24,https://www.thebellows.org/,low
The Blaze,Right,News,https://www.allsides.com/news-source/theblaze-bias,108033,84842,http://www.theblaze.com/,low
The Bulwark,Lean Right,News,https://www.allsides.com/news-source/bulwark-media-bias,189,223,,low
The Californian,Center,News,https://www.allsides.com/news-source/californian-media-bias,12,10,http://www.thecalifornian.com/,low
The Center Square,Center,News,https://www.allsides.com/news-source/center-square-media-bias,8,3,https://www.thecentersquare.com/national,high
The Center Square - Minnesota,Center,News,https://www.allsides.com/news-source/center-square-minnesota-media-bias,7,3,https://www.thecentersquare.com/minnesota/,medium
The Christian Century,Lean Left,News,https://www.allsides.com/news-source/christian-century-media-bias,1,2,https://www.christiancentury.org/,low
The Christian Post,Lean Right,News,https://www.allsides.com/news-source/christian-post-media-bias,57,55,https://www.christianpost.com/,low
The College Fix,Right,News,https://www.allsides.com/news-source/college-fix,293,226,https://www.thecollegefix.com/,low
The Columbus Dispatch,Center,News,https://www.allsides.com/news-source/columbus-dispatch-media-bias,49,74,https://www.dispatch.com/,low
The Conscious Conservative,Right,News,https://www.allsides.com/news-source/conscious-conservative-media-bias,6,6,https://www.feleciakillings.org/conservative-blog,low
The Corpus Christi Caller-Times,Center,News,https://www.allsides.com/news-source/corpus-christi-caller-times-media-bias,12,10,,low
The Daily Caller,Right,News,https://www.allsides.com/news-source/daily-caller,10817,4312,http://dailycaller.com/,medium
The Daily Iowan,Center,News,https://www.allsides.com/news-source/daily-iowan-media-bias,7,10,https://dailyiowan.com/,low
The Daily Wire,Right,News,https://www.allsides.com/news-source/daily-wire,12626,4364,http://www.dailywire.com/,medium
The Delaware County Daily Times,Lean Left,News,https://www.allsides.com/news-source/delaware-county-daily-times,242,283,http://www.delcotimes.com/,low
The Economist,Lean Left,News,https://www.allsides.com/news-source/economist,6705,11331,http://www.economist.com/,medium
The Federalist,Right,News,https://www.allsides.com/news-source/federalist,10116,3092,http://thefederalist.com/,low
The Florida Capital Star,Right,News,https://www.allsides.com/news-source/florida-capital-star-media-bias,12,25,https://floridacapitalstar.com/,low
The Gateway Pundit,Right,News,https://www.allsides.com/news-source/gateway-pundit,1174,568,http://www.thegatewaypundit.com/,low
The Globe and Mail,Center,News,https://www.allsides.com/news-source/globe-and-mail-media-bias,204,296,https://www.theglobeandmail.com/,low
The Guardian,Lean Left,News,https://www.allsides.com/news-source/guardian,15741,9792,https://www.theguardian.com/us,medium
The Hollywood Reporter,Lean Left,News,https://www.allsides.com/news-source/hollywood-reporter-media-bias,86,96,https://www.hollywoodreporter.com/,low
The Imaginative Conservative,Right,News,https://www.allsides.com/news-source/imaginative-conservative-media-bias,143,93,https://theimaginativeconservative.org/,medium
The Intercept,Left,News,https://www.allsides.com/news-source/intercept,6204,1899,https://theintercept.com,low
The Irish Times,Center,News,https://www.allsides.com/news-source/irish-times-media-bias,3,4,https://www.irishtimes.com/,low
The Jerusalem Post,Center,News,https://www.allsides.com/news-source/jerusalem-post-media-bias,348,375,,n/a
The Justice,Lean Left,News,https://www.allsides.com/news-source/justice,190,203,http://www.thejustice.org/,low
The Kyiv Independent,Center,News,https://www.allsides.com/news-source/kyiv-independent-media-bias,38,22,https://kyivindependent.com/,low
The Lincoln Project,Mixed,News,https://www.allsides.com/news-source/lincoln-project-media-bias,65,308,https://lincolnproject.us/,low
The Maneater,Lean Left,News,https://www.allsides.com/news-source/maneater-media-bias,41,38,https://www.themaneater.com/,low
The Marshall Project,Center,News,https://www.allsides.com/news-source/marshall-project-media-bias,73,111,,low
The Michigan Star,Right,News,https://www.allsides.com/news-source/michigan-star-media-bias,4,6,https://themichiganstar.com/,low
The Minority Eye,Left,News,https://www.allsides.com/news-source/minority-eye-media-bias,4,4,https://theminorityeye.com/,low
The Nation,Left,News,https://www.allsides.com/news-source/nation-media-bias,1781,560,http://www.thenation.com,n/a
The Nevada Independent,Center,News,https://www.allsides.com/news-source/nevada-independent-media-bias,20,24,,low
The News &amp; Observer,Lean Left,News,https://www.allsides.com/news-source/news-observer,31,46,,low
The Onion (Humor),Lean Left,News,https://www.allsides.com/news-source/onion-media-bias,574,301,https://www.theonion.com/,low
The Oregonian,Center,News,https://www.allsides.com/news-source/oregonian-media-bias,76,185,https://www.oregonlive.com/,low
The Philadelphia Inquirer,Lean Left,News,https://www.allsides.com/news-source/phillycom,316,305,http://www.philly.com/,low
The Plebeian,Lean Left,News,https://www.allsides.com/news-source/plebeian-media-bias,52,51,,low
The Portsmouth Herald,Center,News,https://www.allsides.com/news-source/portsmouth-herald-media-bias,14,11,,low
The Presbyterian Outlook,Lean Left,News,https://www.allsides.com/news-source/presbyterian-outlook-media-bias,0,2,https://pres-outlook.org/,low
The Red and Black,Center,News,https://www.allsides.com/news-source/red-and-black,226,168,http://www.redandblack.com/,low
The Reno Gazette-Journal,Lean Left,News,https://www.allsides.com/news-source/reno-gazette-journal-media-bias,13,13,,low
The Republican Journal,Lean Right,News,https://www.allsides.com/news-source/republican-journal-media-bias,12,11,,low
The Ripon Advance,Lean Right,News,https://www.allsides.com/news-source/ripon-advance-media-bias,15,16,https://riponadvance.com/,low
The Sacramento Bee,Lean Left,News,https://www.allsides.com/news-source/sacramento-bee,394,481,http://www.sacbee.com/,low
The Saturday Evening Post,Center,News,https://www.allsides.com/news-source/saturday-evening-post,248,195,https://www.saturdayeveningpost.com/,low
The South African,Center,News,https://www.allsides.com/news-source/south-african-media-bias,30,27,https://www.thesouthafrican.com/,low
The Telegraph - UK,Lean Right,News,https://www.allsides.com/news-source/telegraph-uk,2021,884,http://www.telegraph.co.uk/,low
The Texan,Lean Right,News,https://www.allsides.com/news-source/texan-media-bias,198,146,https://thetexan.news/,low
The Texas Tribune,Lean Left,News,https://www.allsides.com/news-source/texas-tribune-media-bias,772,331,https://www.texastribune.org/,low
The Times-Picayune,Center,News,https://www.allsides.com/news-source/times-picayune,36,71,http://www.nola.com/,low
The Week - News,Lean Left,News,https://www.allsides.com/news-source/the-week-bias,4055,3363,http://theweek.com/,low
The Weekly Standard,Right,News,https://www.allsides.com/news-source/weekly-standard,1412,864,http://www.weeklystandard.com/,high
The Western Journal,Right,News,https://www.allsides.com/news-source/western-journalism,1880,608,http://www.westernjournalism.com/,medium
TheGailyGrind,Left,News,https://www.allsides.com/news-source/thegailygrind-media-bias,2,1,https://thegailygrind.com/,low
theSkimm,Lean Left,News,https://www.allsides.com/news-source/theskimm-media-bias,6,9,,low
Time Magazine,Lean Left,News,https://www.allsides.com/news-source/time-magazine-news-media-bias,10184,8597,http://www.time.com/time/,low
Toronto Star,Center,News,https://www.allsides.com/news-source/toronto-star,87,198,http://www.thestar.com/,low
Trains.com,Center,News,https://www.allsides.com/news-source/trainscom-media-bias,47,60,https://www.trains.com/,low
Truthdig,Left,News,https://www.allsides.com/news-source/truthdig-media-bias,123,63,https://www.truthdig.com/,low
Tulsa World,Center,News,https://www.allsides.com/news-source/tulsa-world-media-bias,11,13,https://tulsaworld.com/,low
Twin Cities Pioneer Press,Center,News,https://www.allsides.com/news-source/twin-cities-pioneer-press-media-bias,1,0,https://www.twincities.com/,low
United Methodist Insight,Left,News,https://www.allsides.com/news-source/united-methodist-insight-media-bias,0,0,https://um-insight.net/,low
United Press International,Center,News,https://www.allsides.com/news-source/united-press-international-media-bias,10,6,https://www.upi.com/,low
Upward News ,Lean Right,News,https://www.allsides.com/news-source/upward-news-media-bias,95,46,https://www.upward.news/,low
USA TODAY,Lean Left,News,https://www.allsides.com/news-source/usa-today-media-bias,19727,21961,https://www.usatoday.com/,high
Variety,Center,News,https://www.allsides.com/news-source/variety-media-bias,78,168,https://variety.com/,low
Vice,Left,News,https://www.allsides.com/news-source/vice-media-bias,4197,1042,https://www.vice.com/en,low
Virtue Online,Right,News,https://www.allsides.com/news-source/virtue-online-media-bias,2,1,https://virtueonline.org/,low
Voice of America,Center,News,https://www.allsides.com/news-source/voice-america,236,248,http://voanews.com,low
Vox,Left,News,https://www.allsides.com/news-source/vox-news-media-bias,32173,15457,http://www.vox.com,high
Wake Up to Politics,Center,News,https://www.allsides.com/news-source/wake-politics-media-bias,132,108,http://www.wakeuptopolitics.com,low
Wall Street Journal (Opinion),Lean Right,News,https://www.allsides.com/news-source/wall-street-journal-opinion,12200,8108,http://online.wsj.com/public/page/news-opinion-commentary.html,high
Washington Blade,Lean Left,News,https://www.allsides.com/news-source/washington-blade-media-bias,1,2,https://www.washingtonblade.com/,low
Washington Free Beacon,Right,News,https://www.allsides.com/news-source/washington-free-beacon,906,672,http://freebeacon.com/,medium
Washington Post,Lean Left,News,https://www.allsides.com/news-source/washington-post-media-bias,38254,26878,https://www.washingtonpost.com/,high
Watchdog.org,Lean Right,News,https://www.allsides.com/news-source/watchdogorg,619,656,,low
WCVB,Center,News,https://www.allsides.com/news-source/wcvb-media-bias,13,11,https://www.wcvb.com/,low
WGBH,Center,News,https://www.allsides.com/news-source/wgbh,436,412,http://news.wgbh.org/,low
Whatfinger News,Right,News,https://www.allsides.com/news-source/whatfinger-news-media-bias,268,204,,low
Winona Daily,Center,News,https://www.allsides.com/news-source/winona-daily-media-bias,2,0,https://www.winonadailynews.com/,low
Wisconsin Gazette,Lean Left,News,https://www.allsides.com/news-source/wisconsin-gazette,273,253,http://wisconsingazette.com/,n/a
WND.com,Right,News,https://www.allsides.com/news-source/wndcom,882,349,,high
Worthy News,Center,News,https://www.allsides.com/news-source/worthy-news-media-bias,1,2,https://www.worthynews.com/,low
WyoFile,Lean Right,News,https://www.allsides.com/news-source/wyofile-media-bias,19,18,https://wyofile.com/,low
Yahoo News,Lean Left,News,https://www.allsides.com/news-source/yahoo-news-media-bias,4555,3004,https://www.yahoo.com/,medium
Yes! Magazine,Left,News,https://www.allsides.com/news-source/yes-magazine,488,264,http://www.yesmagazine.org/,n/a
Aaron Rupar,Left,Authors,https://www.allsides.com/news-source/aaron-rupar-media-bias,159,89,,low
Adam Serwer,Left,Authors,https://www.allsides.com/news-source/adam-serwer-media-bias,16,18,,low
Al Cardenas,Right,Authors,https://www.allsides.com/news-source/al-cardenas,503,409,,n/a
Alan Z. Rozenshtein,Lean Left,Authors,https://www.allsides.com/news-source/alan-z-rozenshtein-media-bias,1,3,,low
Alex Pareene,Lean Left,Authors,https://www.allsides.com/news-source/alex-pareene-media-bias,30,30,,low
Allysia Finley (Wall Street Journal),Right,Authors,https://www.allsides.com/news-source/allysia-finley,774,780,,n/a
Anand Giridharadas,Left,Authors,https://www.allsides.com/news-source/anand-giridharadas-media-bias,12,13,,low
Andreas Raduege,Left,Authors,https://www.allsides.com/news-source/andreas-raduege-media-bias,60,65,,low
Andrew Giuliani,Lean Right,Authors,https://www.allsides.com/news-source/andrew-giuliani-media-bias,72,110,,low
Andrew Stuttaford,Lean Right,Authors,https://www.allsides.com/news-source/andrew-stuttaford-media-bias,31,28,,low
Andrew Sullivan,Lean Left,Authors,https://www.allsides.com/news-source/andrew-sullivan-media-bias-0,0,8,,low
Andrew Yang,Lean Left,Authors,https://www.allsides.com/news-source/andrew-yang-media-bias,347,262,,low
Andy Ngo,Lean Right,Authors,https://www.allsides.com/news-source/andy-ngo-media-bias,445,584,,low
Ann Coulter,Right,Authors,https://www.allsides.com/news-source/ann-coulter,2148,544,,medium
Antonio Ferme,Center,Authors,https://www.allsides.com/news-source/antonio-ferme-media-bias,57,35,,high
April Gardner,Center,Authors,https://www.allsides.com/news-source/april-gardner-media-bias,36,21,,n/a
Arkadi Gerney,Lean Left,Authors,https://www.allsides.com/news-source/arkadi-gerney,329,302,,low
Bari Weiss,Center,Authors,https://www.allsides.com/news-source/bari-weiss-media-bias,207,156,,medium
Ben Sargent (cartoonist),Left,Authors,https://www.allsides.com/news-source/ben-sargent-cartoonist,354,299,,n/a
Ben Stein,Lean Right,Authors,https://www.allsides.com/news-source/ben-stein,860,584,,n/a
Beth Ballentine,Center,Authors,https://www.allsides.com/news-source/beth-ballentine,424,513,,low
Bill de Blasio,Lean Left,Authors,https://www.allsides.com/news-source/bill-de-blasio-media-bias,8,31,,medium
Bob Barr,Right,Authors,https://www.allsides.com/news-source/bob-barr-media-bias,79,82,,low
Bonnie Kristian,Center,Authors,https://www.allsides.com/news-source/bonnie-kristian-media-bias,66,68,,low
Brad Polumbo,Lean Right,Authors,https://www.allsides.com/news-source/brad-polumbo-media-bias,5,2,,low
Brandon Rennels,Lean Left,Authors,https://www.allsides.com/news-source/brandon-rennels-media-bias,59,61,,low
Brent Bozell,Right,Authors,https://www.allsides.com/news-source/brent-bozell,389,344,,high
BridgeUSA,Mixed,Authors,https://www.allsides.com/news-source/bridgeusa-media-bias,7,3,,low
Bruce Yandle,Center,Authors,https://www.allsides.com/news-source/bruce-yandle-media-bias,51,57,,low
Byron York,Right,Authors,https://www.allsides.com/news-source/byron-york-media-bias,21,16,,low
Candace Owens,Right,Authors,https://www.allsides.com/news-source/candace-owens-media-bias,11,3,,low
Carrie Severino,Lean Right,Authors,https://www.allsides.com/news-source/carrie-severino-media-bias,23,18,,low
Center for Humane Technology,Center,Authors,https://www.allsides.com/news-source/center-humane-technology-media-bias,19,16,,low
Chan Lowe (cartoonist),Left,Authors,https://www.allsides.com/news-source/chan-lowe-cartoonist,278,275,,n/a
Charles C. W. Cooke,Right,Authors,https://www.allsides.com/news-source/charles-c-cooke-media-bias,4,4,,low
Charles Krauthammer,Lean Right,Authors,https://www.allsides.com/news-source/charles-krauthammer,929,779,,n/a
Charlie Kirk,Right,Authors,https://www.allsides.com/news-source/charlie-kirk-media-bias,467,168,,low
Chris Britt (cartoonist),Center,Authors,https://www.allsides.com/news-source/chris-britt-cartoonist,244,169,,n/a
Chris Ruddy,Right,Authors,https://www.allsides.com/news-source/chris-ruddy,239,318,,low
Christiane Amanpour,Lean Left,Authors,https://www.allsides.com/news-source/christiane-amanpour,718,875,,low
Christopher Buskirk,Lean Right,Authors,https://www.allsides.com/news-source/christopher-buskirk-media-bias,221,169,,low
Claire-Laure Belt,Center,Authors,https://www.allsides.com/news-source/claire-laure-belt-media-bias,36,43,,medium
Clare Ashcraft,Center,Authors,https://www.allsides.com/news-source/clare-ashcraft-media-bias,18,19,,medium
Conor Friedersdorf,Center,Authors,https://www.allsides.com/news-source/conor-friedersdorf-media-bias,119,141,,low
Corinna Cohn,Center,Authors,https://www.allsides.com/news-source/corinna-cohn-media-bias,19,15,,low
Dan Lucas,Right,Authors,https://www.allsides.com/news-source/dan-lucas,143,117,,n/a
Dan Meuser,Right,Authors,https://www.allsides.com/news-source/dan-meuser-media-bias,34,35,,low
Dan Wasserman (cartoonist),Left,Authors,https://www.allsides.com/news-source/dan-wasserman-cartoonist,143,75,,n/a
Dana Summers (cartoonist),Lean Right,Authors,https://www.allsides.com/news-source/dana-summers-cartoonist,159,180,,n/a
Dave Yost,Lean Right,Authors,https://www.allsides.com/news-source/dave-yost-media-bias,26,21,,low
David Brooks,Lean Right,Authors,https://www.allsides.com/news-source/david-brooks,585,732,,medium
David Frum,Lean Right,Authors,https://www.allsides.com/news-source/david-frum-media-bias,64,118,,low
David Holmes,Lean Left,Authors,https://www.allsides.com/news-source/david-holmes,137,96,,low
David Leonhardt,Lean Left,Authors,https://www.allsides.com/news-source/david-leonhardt,331,233,,n/a
David Meyers,Center,Authors,https://www.allsides.com/news-source/david-meyers-media-bias,15,16,,low
David Petraeus,Center,Authors,https://www.allsides.com/news-source/david-petraeus-media-bias,57,65,,low
Debilyn Molineaux,Lean Left,Authors,https://www.allsides.com/news-source/debilyn-molineaux-media-bias,43,48,,low
Dennis Prager,Right,Authors,https://www.allsides.com/news-source/dennis-prager-media-bias,425,226,,low
Diamond and Silk,Right,Authors,https://www.allsides.com/news-source/diamond-and-silk-media-bias,261,101,,low
Dick Morris,Lean Right,Authors,https://www.allsides.com/news-source/dick-morris,281,346,,n/a
Dominic Pino,Lean Right,Authors,https://www.allsides.com/news-source/dominic-pino-media-bias,8,10,,low
Dr. Abdul El-Sayed,Left,Authors,https://www.allsides.com/news-source/dr-abdul-el-sayed-media-bias,84,53,,low
Drew Litton (cartoonist),Center,Authors,https://www.allsides.com/news-source/drew-litton-cartoonist,89,135,,n/a
Dylan Rose,Center,Authors,https://www.allsides.com/news-source/dylan-rose-media-bias,44,33,,low
Ed Kilgore,Lean Left,Authors,https://www.allsides.com/news-source/ed-kilgore-media-bias,28,30,,low
Ed Yong,Center,Authors,https://www.allsides.com/news-source/ed-yong-media-bias,16,17,,low
Edward Morrissey,Right,Authors,https://www.allsides.com/news-source/edward-morrissey,197,197,,n/a
Eli Steinberg,Center,Authors,https://www.allsides.com/news-source/eli-steinberg-media-bias,31,38,,low
Elizabeth Bruenig,Left,Authors,https://www.allsides.com/news-source/elizabeth-bruenig-media-bias,8,10,,low
Eric Allie (cartoonist),Right,Authors,https://www.allsides.com/news-source/eric-allie-cartoonist,178,146,,n/a
Eric Holder,Lean Left,Authors,https://www.allsides.com/news-source/eric-holder-media-bias,123,483,,low
Ethan Horowitz,Lean Right,Authors,https://www.allsides.com/news-source/ethan-horowitz-media-bias,10,8,,medium
Ezra Klein,Left,Authors,https://www.allsides.com/news-source/ezra-klein,643,419,,low
Farhad Manjoo,Lean Left,Authors,https://www.allsides.com/news-source/farhad-manjoo-media-bias,39,40,,low
Frank Miniter,Right,Authors,https://www.allsides.com/news-source/frank-miniter,422,398,,low
Frida Ghitis,Lean Left,Authors,https://www.allsides.com/news-source/frida-ghitis-media-bias,20,37,,low
Gabrielle Giffords,Lean Left,Authors,https://www.allsides.com/news-source/gabrielle-giffords-media-bias,80,95,,low
Gary Varvel (cartoonist),Right,Authors,https://www.allsides.com/news-source/gary-varvel-cartoonist,114,52,,n/a
George Will,Right,Authors,https://www.allsides.com/news-source/george-will,680,1081,,n/a
Glenn Beck,Right,Authors,https://www.allsides.com/news-source/glenn-beck,1098,349,,low
Glenn Harlan Reynolds,Lean Right,Authors,https://www.allsides.com/news-source/glenn-harlan-reynolds-media-bias,47,42,,low
